cheese,milk,type,texture,url
stella_kasseri,cow,"semi-hard, artisan",firm,https://www.cheese.com/stella-kasseri/
stella_mediterranean_parmesan,cow,"hard, artisan","buttery, crumbly, flaky",https://www.cheese.com/stella-mediterranean-parmesan/
stella_parmesan,cow,"hard, artisan","crumbly, dense, grainy",https://www.cheese.com/stella-parmesan/
stella_parmesan_&_romano_blend,cow,"hard, artisan","crumbly, flaky",https://www.cheese.com/stella-parmesan-romano-blend/
stella_reduced_fat_blue,cow,"semi-soft, artisan",crumbly,https://www.cheese.com/stella-reduced-fat-blue/
stella_smoked_blue,cow,"semi-soft, artisan","creamy, crumbly",https://www.cheese.com/stella-smoked-blue/
stella_swiss,cow,"semi-soft, artisan","creamy, open, smooth",https://www.cheese.com/stella-swiss/
sternschnuppe,cow,"firm, artisan","buttery, firm",https://www.cheese.com/sternschnuppe/
stichelton,cow,"semi-soft, artisan, blue-veined",creamy,https://www.cheese.com/stichelton/
stickney_hill_chevre,goat,"semi-soft, artisan","crumbly, spreadable",https://www.cheese.com/stickney-hill-chevre/
stilton,cow,"hard, blue-veined","creamy, crumbly, smooth",https://www.cheese.com/stilton/
stinking_bishop,cow,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/stinking-bishop/
stoney_cross,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/stoney-cross/
stracchinata,cow,"fresh soft, artisan","creamy, open",https://www.cheese.com/stracchinata/
strathdon_blue,cow,semi-soft,creamy,https://www.cheese.com/strathdon-blue/
strawberry_moon,cow,"semi-hard, artisan, smear-ripened","compact, creamy, dense",https://www.cheese.com/strawberry-moon/
striegistaler_zwerge_camembert,cow,"semi-soft, soft-ripened","creamy, soft",https://www.cheese.com/striegistaler-zwerge-camembert/
string_cheese,mystery animal,semi-hard,"chewy, firm, stringy",https://www.cheese.com/string/
suffolk_punch,cow,"hard, artisan","dry, firm",https://www.cheese.com/suffolk-punch/
sulguni,"buffalo, cow",semi-firm,"dense, elastic",https://www.cheese.com/sulguni/
sun_dried_tomato_and_basil_cashew_cheese,mystery animal,"soft, artisan",creamy,https://www.cheese.com/sun-dried-tomato-and-basil-cashew-cheese/
sunlight,goat,"semi-hard, artisan","compact, creamy, firm, open, smooth",https://www.cheese.com/sunlight/
sunset_bay,goat,"soft, artisan","creamy, dense, smooth",https://www.cheese.com/sunset-bay/
sussex_slipcote,sheep,soft,mystery texture,https://www.cheese.com/sussex-slipcote/
sveciaost,cow,"semi-hard, brined","creamy, supple",https://www.cheese.com/sveciaost/
swag,goat,"fresh firm, artisan","creamy, crumbly",https://www.cheese.com/swag/
swaledale,sheep,hard,semi firm,https://www.cheese.com/swaledale/
sweet_style_swiss,mystery animal,"semi-hard, artisan","firm, supple",https://www.cheese.com/sweet-style-swiss/
swiss_cheese,cow,"hard, artisan, processed",firm,https://www.cheese.com/swiss/
