cheese,milk,type,texture,url
laclare_farms_chandoka,"cow, goat","semi-firm, artisan",creamy,https://www.cheese.com/laclare-farms-chandoka/
laclare_farms_cheddar,goat,"semi-soft, artisan",creamy,https://www.cheese.com/laclare-farms-cheddar/
laclare_farms_chevre,goat,fresh soft,creamy,https://www.cheese.com/laclare-farms-chevre/
laclare_farms_evalon,goat,"semi-hard, artisan",creamy,https://www.cheese.com/laclare-farms-evalon/
laclare_farms_evalon_with_cummin,goat,"semi-hard, artisan",creamy,https://www.cheese.com/laclare-farms-evalon-cummin/
laclare_farms_evalon_with_fenugreek,goat,"semi-hard, artisan",creamy,https://www.cheese.com/laclare-farms-evalon-fenugreek/
laclare_farms_fondry_jack,goat,"fresh soft, artisan",creamy,https://www.cheese.com/laclare-farms-fondry-jack/
laclare_farms_martone,goat,semi-soft,creamy,https://www.cheese.com/laclare-farms-martone/
laclare_farms_raw_goats_milk_cheddar,goat,"semi-soft, artisan",creamy,https://www.cheese.com/laclare-farms-raw-goats-milk-cheddar/
laclare_ziege_zacke_blue,"cow, goat","semi-hard, blue-veined","creamy, firm",https://www.cheese.com/laclare-ziege-zacke-blue/
lacy_swiss,cow,"semi-firm, processed","creamy, open, supple",https://www.cheese.com/lacy-swiss/
lady_jane,cow,"semi-soft, artisan, soft-ripened","creamy, dense, soft-ripened",https://www.cheese.com/lady-jane/
laganory,cow,firm,"brittle, compact, dry, grainy",https://www.cheese.com/laganory/
laguiole,cow,"semi-hard, artisan","creamy, firm, supple",https://www.cheese.com/laguiole/
lairobell,goat,"hard, artisan","crumbly, open",https://www.cheese.com/lairobell/
lajta,cow,soft,"creamy, open",https://www.cheese.com/lajta/
lake_district_extra_mature_cheddar,cow,"semi-soft, artisan",creamy,https://www.cheese.com/lake-district-extra-mature-cheddar/
lake_district_mature_cheddar,cow,"soft, artisan","crumbly, dense",https://www.cheese.com/lake-district-mature-cheddar/
lamb_chopper,sheep,hard,"dense, firm, smooth",https://www.cheese.com/lamb-chopper/
lanark_blue,sheep,"semi-soft, artisan, blue-veined","brittle, grainy",https://www.cheese.com/lanark-blue/
lanark_white,sheep,hard,"buttery, crumbly, flaky",https://www.cheese.com/lanark-white/
lancashire_smoked,cow,hard,"buttery, crumbly",https://www.cheese.com/lancashire-smoked/
landaff,cow,"semi-hard, artisan","creamy, firm, open",https://www.cheese.com/landaff/
langres,cow,semi-soft,"crumbly, firm",https://www.cheese.com/langres/
lappi,cow,semi-soft,"creamy, firm, open, smooth",https://www.cheese.com/lappi/
largo,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/largo/
laruns,sheep,"soft, artisan","brittle, firm, supple",https://www.cheese.com/laruns/
latteria_navel,cow,"hard, soft-ripened",brittle,https://www.cheese.com/latteria-navel/
latteria_san_biagio,cow,"soft, artisan",creamy,https://www.cheese.com/latteria-san-biagio/
laura_chenel_taupiniere,goat,"soft, artisan","creamy, soft",https://www.cheese.com/laura-chenel-taupiniere/
laura_chenel_tome,goat,"firm, artisan","crumbly, dense, firm",https://www.cheese.com/laura-chenel-tome/
laura_chenel_s_cabecou,goat,fresh firm,"creamy, dense, smooth",https://www.cheese.com/laura-chenels-cabecou/
lavistown,cow,"semi-hard, artisan","crumbly, dry, firm",https://www.cheese.com/lavistown/
le_brebiou,sheep,"semi-soft, artisan, soft-ripened","creamy, firm, smooth",https://www.cheese.com/le-brebiou/
le_brin,cow,"semi-soft, artisan","creamy, spreadable",https://www.cheese.com/le-brin/
le_cendrillon,goat,soft,"creamy, smooth",https://www.cheese.com/le-cendrillon/
le_chevrot,goat,soft,"creamy, dense, firm",https://www.cheese.com/le-chevrot/
le_conquerant_camembert,cow,"soft, artisan",soft-ripened,https://www.cheese.com/le-conquerant-camembert/
le_conquerant_demi_pont_l_eveque,cow,"soft, artisan","chalky, creamy, soft",https://www.cheese.com/le-conquerant-demi-pont-leveque/
le_double_joie,"cow, goat","soft, soft-ripened","buttery, creamy, runny",https://www.cheese.com/le-double-joie/
le_duc_vacherin,cow,"soft, soft-ripened","smooth, soft",https://www.cheese.com/le-duc-vacherin/
le_fium_orbo,"goat, sheep",soft,soft-ripened,https://www.cheese.com/le-fium-orbo/
le_gruyère_aop,cow,hard,compact,https://www.cheese.com/le-gruyere-aop/
le_lacandou,sheep,"soft, artisan",creamy,https://www.cheese.com/le-lacandou/
le_marquis_chevre,goat,"soft, artisan",soft,https://www.cheese.com/le-marquis-chevre/
le_maréchal,cow,hard,"firm, smooth",https://www.cheese.com/le-marechal/
le_moutier,goat,fresh firm,firm,https://www.cheese.com/le-moutier/
le_reflet_de_portneuf,mystery animal,soft,"buttery, creamy",https://www.cheese.com/le-reflet-de-portneuf/
le_st-raymond,mystery animal,soft,"smooth, supple",https://www.cheese.com/le-st-raymond/
le_wavreumont,cow,"semi-soft, artisan","buttery, creamy, semi firm, smooth, soft",https://www.cheese.com/le-wavreumont/
leafield,sheep,"hard, artisan",chewy,https://www.cheese.com/leafield/
lebbene,"goat, sheep",soft,mystery texture,https://www.cheese.com/lebbene/
leerdammer,cow,semi-hard,"creamy, open, smooth",https://www.cheese.com/leerdammer/
legacy,cow,"semi-hard, artisan",creamy,https://www.cheese.com/legacy/
legato,cow,"soft, soft-ripened","creamy, soft-ripened",https://www.cheese.com/legato/
lemon_fetish,sheep,"fresh firm, artisan","crumbly, dry",https://www.cheese.com/lemon-fetish/
lemon_myrtle_chevre,goat,"fresh firm, artisan","creamy, firm, smooth",https://www.cheese.com/lemon-myrtle-chevre/
leonora®,goat,"semi-soft, artisan",soft-ripened,https://www.cheese.com/leonora/
les_calendos,cow,"soft, soft-ripened","creamy, smooth, supple",https://www.cheese.com/les-calendos/
leyden,cow,"semi-hard, artisan",firm,https://www.cheese.com/leyden/
liburnski_sir,"cow, goat, sheep","hard, artisan","creamy, open",https://www.cheese.com/liburnski-sir/
lil_moo,cow,soft,"creamy, dense, spreadable",https://www.cheese.com/lil-moo/
liliputas,cow,semi-hard,"elastic, firm",https://www.cheese.com/liliputas/
limburger,cow,"semi-soft, smear-ripened","crumbly, firm, smooth",https://www.cheese.com/limburger/
lincoln_log,goat,"semi-soft, soft-ripened","creamy, dense",https://www.cheese.com/lincoln-log/
lincolnshire_poacher,cow,hard,creamy,https://www.cheese.com/lincolnshire-poacher/
lindale,cow,"semi-soft, artisan","creamy, smooth",https://www.cheese.com/lindale/
lindy_hop,cow,"semi-soft, blue-veined",creamy,https://www.cheese.com/lindy-hop/
lingot_des_causses,goat,soft,"creamy, firm",https://www.cheese.com/lingot-des-causses/
lingot_saint_bousquet_d_orb,goat,"soft, artisan",smooth,https://www.cheese.com/lingot-saint-bousquet-dorb/
liptauer,cow,"fresh soft, artisan",mystery texture,https://www.cheese.com/liptauer/
little_bloom_on_the_prairie,goat,"soft, soft-ripened","creamy, dense, smooth, soft-ripened",https://www.cheese.com/little-bloom-prairie/
little_colonel,cow,"semi-soft, artisan","smooth, supple",https://www.cheese.com/little-colonel/
little_dragon,goat,soft,creamy,https://www.cheese.com/little-dragon/
little_napoleon,goat,"hard, artisan",firm,https://www.cheese.com/little-napoleon/
little_qualicum_raclette,cow,"semi-soft, artisan","firm, supple",https://www.cheese.com/little-qualicum-raclette/
little_rydings,sheep,"soft, artisan","creamy, smooth, springy",https://www.cheese.com/little-rydings/
little_ypsi,goat,"semi-soft, artisan","buttery, firm",https://www.cheese.com/little-ypsi/
livarot,cow,"soft, artisan",creamy,https://www.cheese.com/livarot/
llanboidy,cow,"hard, artisan","firm, smooth",https://www.cheese.com/llanboidy/
llanglofan_farmhouse,cow,"hard, artisan","crumbly, firm, smooth",https://www.cheese.com/llanglofan-farmhouse/
lo_sburrato,sheep,"semi-soft, artisan","compact, creamy",https://www.cheese.com/lo-sburrato/
lo_speziato,cow,"soft, artisan",compact,https://www.cheese.com/lo-speziato/
loch_arthur_farmhouse,cow,hard,firm,https://www.cheese.com/loch-arthur-farmhouse/
loddiswell_avondale,goat,semi-soft,mystery texture,https://www.cheese.com/loddiswell-avondale/
loma_alta,cow,"semi-soft, soft-ripened",firm,https://www.cheese.com/loma-alta/
longhorn,cow,semi-hard,"firm, open, springy",https://www.cheese.com/longhorn/
lord_of_the_hundreds,sheep,"semi-hard, artisan","firm, grainy, open",https://www.cheese.com/lord-hundreds/
lost_lake,sheep,"fresh firm, artisan, soft-ripened","creamy, semi firm, soft",https://www.cheese.com/lost-lake/
lou_bergier_pichin,cow,"semi-soft, artisan","buttery, open, smooth",https://www.cheese.com/lou-bergier/
lou_palou,cow,semi-soft,"elastic, smooth",https://www.cheese.com/lou-palou/
lou_pevre,goat,"soft, processed",smooth,https://www.cheese.com/lou-pevre/
lunetta,cow,"fresh soft, artisan",creamy,https://www.cheese.com/lunetta/
lyburn_garlic_and_nettle,cow,"semi-soft, artisan","creamy, open, smooth",https://www.cheese.com/lyburn-garlic-and-nettle/
lyburn_gold,cow,"semi-hard, artisan","creamy, open, smooth",https://www.cheese.com/lyburn-gold/
lyburn_lightly_oak_smoked,cow,"semi-hard, artisan",smooth,https://www.cheese.com/lyburn-lightly-oak-smoked/
lyburn_s_winchester,cow,"hard, artisan",creamy,https://www.cheese.com/lyburns-winchester/
maasdam,cow,semi-hard,"creamy, open, supple",https://www.cheese.com/maasdam/
macadamia_nut_cheese,mystery animal,"firm, artisan","firm, spreadable",https://www.cheese.com/macadamia-nut-cheese/
macconais,"cow, goat","soft, artisan, soft-ripened","creamy, firm, smooth",https://www.cheese.com/macconais/
madrona,goat,"semi-soft, artisan",creamy,https://www.cheese.com/madrona/
maffra_aged_rinded_cheddar,cow,"hard, artisan","buttery, crumbly, firm",https://www.cheese.com/maffra-aged-rinded-cheddar/
maffra_cheshire,cow,"hard, artisan",crumbly,https://www.cheese.com/maffra-cheshire/
maffra_dargo_walnut,cow,"semi-hard, artisan","crumbly, dense, firm, flaky",https://www.cheese.com/maffra-dargo-walnut/
maffra_mature_cheddar,cow,"hard, artisan","creamy, crumbly, firm, smooth",https://www.cheese.com/maffra-mature-cheddar/
maffra_peppercorn_cheddar,cow,"semi-hard, artisan","creamy, firm",https://www.cheese.com/maffra-peppercorn-cheddar/
maffra_red_leicester,cow,"hard, artisan","buttery, creamy, dense, smooth",https://www.cheese.com/maffra-red-leicester/
maffra_sage_derby,cow,"semi-hard, artisan","firm, smooth",https://www.cheese.com/maffra-sage-derby/
maffra_wensleydale,cow,"hard, artisan",crumbly,https://www.cheese.com/maffra-wensleydale/
maggie_s_round,cow,"semi-hard, artisan","firm, smooth",https://www.cheese.com/maggies-round/
magna,cow,"firm, artisan, blue-veined",mystery texture,https://www.cheese.com/magna/
mahoe_aged_gouda,cow,mystery type,firm,https://www.cheese.com/mahoe-aged-gouda/
mahón,cow,"semi-hard, artisan","crumbly, dense",https://www.cheese.com/mahon/
maida_vale,cow,semi-soft,"buttery, soft, supple",https://www.cheese.com/maida-vale/
maisie_s_kebbuck,cow,"semi-hard, artisan","creamy, crumbly",https://www.cheese.com/maisies-kebbuck/
majorero,goat,semi-hard,"buttery, creamy",https://www.cheese.com/majorero/
malvarosa®,sheep,"semi-firm, artisan","firm, smooth",https://www.cheese.com/malvarosa/
malvern,sheep,"semi-hard, artisan","creamy, dense",https://www.cheese.com/malvern/
mamirolle,cow,"semi-soft, artisan","chewy, supple",https://www.cheese.com/mamirolle/
manchego,sheep,hard,"compact, firm",https://www.cheese.com/manchego/
mandolin,cow,"semi-hard, artisan, smear-ripened","crumbly, soft, supple",https://www.cheese.com/mandolin/
mango_rebel,cow,"semi-hard, artisan","creamy, firm",https://www.cheese.com/mango-rebel/
manon,goat,"fresh soft, artisan","creamy, smooth",https://www.cheese.com/manon/
manouri,"goat, sheep","semi-soft, whey",creamy,https://www.cheese.com/manouri/
manteca,cow,"semi-soft, artisan","dense, elastic, stringy",https://www.cheese.com/manteca/
manur,"cow, sheep","hard, artisan",creamy,https://www.cheese.com/manur/
marble_cheddar,cow,"hard, processed","firm, smooth",https://www.cheese.com/marble-cheddar/
marble_cheese,cow,"hard, processed",firm,https://www.cheese.com/marbled-cheeses/
marco_polo,cow,"hard, artisan","creamy, crumbly",https://www.cheese.com/marco-polo/
maredsous,cow,soft,mystery texture,https://www.cheese.com/maredsous/
margot,cow,semi-soft,firm,https://www.cheese.com/margotin/
maribo,cow,"semi-hard, artisan","creamy, firm, open",https://www.cheese.com/maribo/
marin_french_triple_crème,cow,soft,"fluffy, smooth",https://www.cheese.com/marin-french-triple-creme/
marisa,sheep,"semi-soft, artisan","dense, firm",https://www.cheese.com/marisa/
maroilles,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/maroilles/
martha_s_heat,cow,"hard, artisan",mystery texture,https://www.cheese.com/marthas-heat/
mascares,"goat, sheep","fresh soft, artisan",smooth,https://www.cheese.com/mascares/
mascarpone,cow,fresh soft,"buttery, creamy, smooth, spreadable",https://www.cheese.com/mascarpone/
mastorazio,sheep,"hard, artisan","compact, dense",https://www.cheese.com/mastorazio/
matocq,"cow, sheep","semi-hard, processed",chewy,https://www.cheese.com/matocq/
mature_wensleydale,cow,"hard, artisan",crumbly,https://www.cheese.com/mature-wensleydale/
may_hill_green,cow,"semi-soft, artisan",runny,https://www.cheese.com/may-hill-green/
maytag_blue,cow,"semi-hard, blue-veined","crumbly, dense",https://www.cheese.com/maytag-blue/
mclaren,cow,"soft, artisan, soft-ripened","chalky, creamy, soft, soft-ripened",https://www.cheese.com/mclaren/
medallion,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/medallion/
meira,sheep,semi-hard,mystery texture,https://www.cheese.com/meira/
melange,"cow, goat","soft, soft-ripened","firm, soft-ripened",https://www.cheese.com/melange/
melange_brie,"cow, goat","soft, soft-ripened","creamy, smooth, soft-ripened",https://www.cheese.com/melange-brie/
melinda_mae,cow,"soft, artisan, soft-ripened","creamy, fluffy, runny, smooth, soft",https://www.cheese.com/melinda-mae/
melville,goat,"fresh soft, artisan, soft-ripened","elastic, oily, soft, supple",https://www.cheese.com/melville/
menage,"cow, goat, sheep",semi-hard,"creamy, dry, firm",https://www.cheese.com/menage/
menallack_farmhouse,cow,hard,mystery texture,https://www.cheese.com/menallack-farmhouse/
menonita,cow,semi-soft,firm,https://www.cheese.com/menonita/
meredith_ashed_pyramids,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/meredith-ashed-pyramids/
meredith_blue,sheep,"soft, semi-soft, artisan, blue-veined",creamy,https://www.cheese.com/meredith-blue/
meredith_chevre_ash,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/meredith-chevre-ash/
meredith_chevre_dill,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/meredith-chevre-dill/
meredith_chevre_plain,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/meredith-chevre-plain/
meredith_goat_cheese_in_extra_virgin_olive_oil,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/meredith-goat-cheese-in-extra-virgin-olive-oil/
merry_wyfe,cow,semi-hard,"creamy, springy",https://www.cheese.com/merry-wyfe/
mersey_valley_original_vintage,cow,hard,"creamy, crumbly, spreadable",https://www.cheese.com/mersey-valley-original-vintage/
metronome,"cow, goat","semi-soft, soft-ripened","creamy, firm",https://www.cheese.com/metronome/
mettowee,goat,"fresh soft, artisan","creamy, smooth",https://www.cheese.com/mettowee/
meyer_vintage_gouda,cow,"semi-hard, artisan",crumbly,https://www.cheese.com/meyer-vintage-gouda/
mezzaluna_fontina,cow,semi-hard,creamy,https://www.cheese.com/mezzaluna-fontina/
mezzo_secco,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/mezzo-secco/
mi-ewe,"cow, sheep","semi-hard, artisan",crumbly,https://www.cheese.com/mi-ewe/
midnight_blue,goat,"semi-soft, blue-veined","dense, dry",https://www.cheese.com/midnight-blue/
midnight_moon®,goat,hard,"creamy, crystalline",https://www.cheese.com/midnight-moon/
miette,"goat, sheep","semi-soft, artisan","creamy, runny",https://www.cheese.com/miette/
mihalic_peynir,sheep,"hard, artisan","crumbly, grainy, open",https://www.cheese.com/mihalic-peynir/
milawa_affine,goat,"semi-soft, artisan","creamy, crumbly, smooth",https://www.cheese.com/milawa-affine/
milawa_aged_blue,mystery animal,mystery type,mystery texture,https://www.cheese.com/milawa-aged-blue/
milawa_blue,cow,"soft, blue-veined",creamy,https://www.cheese.com/milawa-blue/
milawa_brie,cow,"soft, soft-ripened",creamy,https://www.cheese.com/milawa-brie/
milawa_goats_tomme,goat,semi-hard,"creamy, crumbly, dense",https://www.cheese.com/milawa-goats-tomme/
milawa_white,cow,soft,"creamy, open",https://www.cheese.com/milawa-white/
milbenkäse,cow,"semi-soft, smear-ripened",firm,https://www.cheese.com/milbenkase/
milleens,cow,"soft, artisan","creamy, smooth",https://www.cheese.com/milleens/
millstone,sheep,"hard, artisan","crumbly, dry",https://www.cheese.com/millstone/
mimolette_(boule_de_lille),cow,semi-hard,firm,https://www.cheese.com/mimolette-boule-de-lille/
minas_cheese,cow,"semi-soft, artisan","grainy, open, soft, springy",https://www.cheese.com/minas-cheese/
mine-gabhar,goat,"soft, artisan",creamy,https://www.cheese.com/mine-gabhar/
minger,cow,soft,"buttery, creamy, runny",https://www.cheese.com/minger/
minuet,"cow, goat","soft, soft-ripened","creamy, smooth",https://www.cheese.com/minuet/
mirabo_brie_with_walnut,cow,"semi-soft, soft-ripened","creamy, smooth, soft",https://www.cheese.com/mirabo-brie-with-walnut/
miss_muffet,cow,"semi-soft, artisan","smooth, supple",https://www.cheese.com/miss-muffet/
mistralou,goat,soft,creamy,https://www.cheese.com/mistralou/
miticaña®_de_oveja,sheep,"semi-soft, soft-ripened","buttery, crumbly, flaky",https://www.cheese.com/miticana-de-oveja/
mladi_trapist,cow,"semi-hard, artisan","crumbly, semi firm",https://www.cheese.com/mladi-trapist/
mobay,"goat, sheep","semi-soft, artisan","soft, supple",https://www.cheese.com/mobay/
molbo,cow,"semi-hard, artisan",firm,https://www.cheese.com/molbo/
mona,"cow, sheep","semi-hard, artisan","crumbly, firm, supple",https://www.cheese.com/mona/
monastery_cheeses,cow,"soft, semi-soft, brined","chalky, creamy, firm, grainy",https://www.cheese.com/monastery-cheeses/
mondseer,cow,semi-hard,"creamy, smooth",https://www.cheese.com/mondseer/
monet,goat,"fresh soft, artisan","creamy, soft",https://www.cheese.com/monet/
mont_d_or,cow,"semi-soft, artisan",creamy,https://www.cheese.com/mont-dor-lyonnais/
mont_saint-francis,goat,"semi-hard, artisan","brittle, firm, supple",https://www.cheese.com/mont-saint-francis/
mont_st-benoît,cow,"firm, artisan","creamy, elastic, smooth, supple",https://www.cheese.com/mont-st-benoit/
montagnolo,cow,"soft, blue-veined","creamy, smooth",https://www.cheese.com/montagnolo/
montasio,cow,semi-firm,creamy,https://www.cheese.com/montasio/
montasio_mezzano,cow,"semi-firm, artisan",creamy,https://www.cheese.com/montasio-mezzano/
montasio_vecchio,cow,"semi-firm, artisan",creamy,https://www.cheese.com/montasio-vecchio/
montchevre_goat_cheese_log,goat,"semi-soft, artisan",smooth,https://www.cheese.com/montchevre-goat-cheese-log/
monte_enebro,goat,semi-soft,smooth,https://www.cheese.com/monte-enebro/
monteo,cow,"semi-firm, artisan","creamy, open",https://www.cheese.com/monteo/
monterey_jack,cow,semi-hard,"compact, creamy, firm, open, supple",https://www.cheese.com/monterey-jack/
montgomery_s_cheddar,cow,"hard, artisan",mystery texture,https://www.cheese.com/montgomerys-cheddar/
montsalvat,cow,"soft, blue-veined","creamy, soft",https://www.cheese.com/montsalvat/
moody_blue,cow,"semi-soft, artisan, blue-veined",creamy,https://www.cheese.com/moody-blue/
moonglo,goat,"semi-hard, artisan","dense, firm, open",https://www.cheese.com/moonglo/
moonlight_chaource,cow,"soft, soft-ripened","dense, firm",https://www.cheese.com/moonlight-chaource/
moose,moose,fresh soft,"creamy, smooth",https://www.cheese.com/moose/
morangie_brie,"cow, sheep","soft, artisan","creamy, smooth",https://www.cheese.com/morangie-brie/
morbier,cow,"semi-soft, artisan",creamy,https://www.cheese.com/morbier/
morcella,sheep,"semi-soft, soft-ripened",creamy,https://www.cheese.com/morcella/
morgan,cow,"hard, artisan",firm,https://www.cheese.com/morgan/
morimoto_soba_ale_cheddar,cow,"semi-hard, artisan","creamy, crumbly",https://www.cheese.com/morimoto-soba-ale-cheddar/
moringhello,water buffalo,"semi-soft, artisan","chalky, crumbly",https://www.cheese.com/moringhello/
morlacco,cow,"soft, artisan",soft,https://www.cheese.com/morlacco/
moses_sleeper,cow,"semi-soft, artisan","soft, soft-ripened",https://www.cheese.com/moses-sleeper/
mossfield_organic,cow,"hard, semi-hard, artisan","crumbly, dry, flaky",https://www.cheese.com/mossfield-organic/
mothais_a_la_feuille,goat,"soft, artisan","creamy, soft",https://www.cheese.com/mothais-a-la-feuille/
mouco_camembert,cow,"soft, artisan","creamy, soft",https://www.cheese.com/mouco-camembert/
mouco_truffello,cow,"soft, artisan, soft-ripened","creamy, soft",https://www.cheese.com/truffello/
mountain_goat,goat,"hard, artisan",firm,https://www.cheese.com/mountain-goat/
mountain_herbs_rebel,cow,"semi-hard, artisan","creamy, smooth",https://www.cheese.com/mountain-herbs-rebel/
mountain_rebel,cow,"semi-hard, artisan","compact, creamy",https://www.cheese.com/mountain-rebel/
mountaineer,cow,"semi-soft, artisan","dense, supple",https://www.cheese.com/mountaineer/
mouse_house_chilli_cheddar,cow,semi-hard,creamy,https://www.cheese.com/mouse-house-chilli-cheddar/
mouse_house_garlic_&_chive_cheddar,cow,semi-hard,creamy,https://www.cheese.com/mouse-house-garlic-chive-cheddar/
mouse_house_smoked_cheddar,cow,semi-hard,creamy,https://www.cheese.com/mouse-house-smoked-cheddar/
mozzarella,"cow, goat, sheep, water buffalo","semi-soft, brined","elastic, stringy",https://www.cheese.com/mozzarella/
mozzarella_(australian),"cow, water buffalo","semi-soft, brined","springy, stringy, supple",https://www.cheese.com/mozzarella-australian/
mozzarella_di_bufala_dop,water buffalo,"soft, brined","creamy, smooth, springy",https://www.cheese.com/mozzarella-di-bufala/
mozzarellissima,cow,"semi-soft, artisan","elastic, springy, stringy, supple",https://www.cheese.com/mozzarellissima/
ms._natural,goat,fresh soft,"creamy, crumbly, smooth, spreadable",https://www.cheese.com/ms-natural/
mt_scott,cow,semi-soft,"smooth, supple",https://www.cheese.com/mt-scott/
mt_tam,cow,soft,"creamy, firm",https://www.cheese.com/mt-tam/
mt._mazama_cheddar,"cow, goat",semi-hard,"creamy, crumbly, crystalline, dense",https://www.cheese.com/mt-mazama-cheddar/
muddlewell,"cow, sheep","hard, artisan","creamy, crumbly",https://www.cheese.com/muddlewell/
muenster,cow,"soft, processed",smooth,https://www.cheese.com/muenster/
muffato,cow,"semi-firm, artisan",flaky,https://www.cheese.com/muffato/
mun-chee,cow,"semi-soft, processed","creamy, smooth",https://www.cheese.com/mun-chee/
munster,cow,soft,smooth,https://www.cheese.com/munster/
muranda_blue,cow,"semi-hard, blue-veined",crumbly,https://www.cheese.com/muranda-blue/
murazzano_dop,"cow, goat","fresh soft, processed",soft,https://www.cheese.com/murazzano-dop/
murol,cow,"semi-soft, artisan","creamy, firm, springy",https://www.cheese.com/murol/
mycella,cow,"soft, artisan, blue-veined",crystalline,https://www.cheese.com/mycella/
myzithra,"goat, sheep","soft, whey","creamy, crumbly, spreadable",https://www.cheese.com/myzithra/
météorite,cow,"soft, blue-veined","creamy, supple",https://www.cheese.com/meteorite/
p_tit_basque,sheep,"semi-hard, artisan","creamy, dry, smooth",https://www.cheese.com/ptit-basque/
p_tit_berrichon,goat,"soft, artisan",soft-ripened,https://www.cheese.com/ptit-berrichon/
pacific_rock,cow,hard,"crumbly, firm",https://www.cheese.com/pacific-rock/
pack_square,cow,"semi-soft, artisan, soft-ripened","buttery, creamy, soft, soft-ripened",https://www.cheese.com/pack-square/
paesanella_bocconcini,cow,semi-soft,elastic,https://www.cheese.com/paesanella-bocconcin/
paesanella_buffalo_mozzarella,"buffalo, cow",mystery type,mystery texture,https://www.cheese.com/paesanella-buffalo-mozzarella/
paesanella_buffalo_ricotta,buffalo,"fresh soft, whey","creamy, soft",https://www.cheese.com/paesanella-buffalo-ricotta/
paesanella_burrata,cow,"fresh soft, artisan","creamy, soft",https://www.cheese.com/paesanella-burrata/
paesanella_caciotta,cow,semi-soft,"buttery, soft",https://www.cheese.com/paesanella-caciotta/
paesanella_caciotta_with_rocket_&_chilli,cow,semi-soft,"buttery, soft",https://www.cheese.com/paesanella-caciotta-with-rocket-chilli/
paesanella_cherry_bocconcini,cow,semi-soft,elastic,https://www.cheese.com/paesanella-cherry-bocconcin/
paesanella_dry_ricotta,cow,"soft, whey",firm,https://www.cheese.com/paesanella-dry-ricotta/
paesanella_fresco,cow,"semi-hard, artisan","chewy, firm",https://www.cheese.com/paesanella-fresco/
paesanella_fresh_ricotta,cow,fresh soft,firm,https://www.cheese.com/paesanella-fresh-ricotta/
paglierino,sheep,semi-hard,"compact, elastic",https://www.cheese.com/paglierino/
paillot_de_chèvre,goat,"soft, soft-ripened","firm, runny, smooth, soft-ripened",https://www.cheese.com/paillot-de-chevre/
palet_de_babligny,cow,soft,creamy,https://www.cheese.com/palet-de-babligny/
pallone_di_gravina,cow,"semi-hard, artisan",smooth,https://www.cheese.com/pallone-di-gravina/
paneer,"cow, water buffalo",fresh firm,"crumbly, firm",https://www.cheese.com/paneer/
panela,cow,"fresh firm, artisan","creamy, crumbly",https://www.cheese.com/panela/
paniolo,cow,"soft, artisan","buttery, creamy, runny",https://www.cheese.com/paniolo/
pannerone,cow,"soft, semi-soft, artisan","creamy, grainy, open",https://www.cheese.com/pannerone/
panquehue,cow,"semi-soft, artisan","open, smooth",https://www.cheese.com/panquehue/
pant_ys_gawn,goat,fresh soft,creamy,https://www.cheese.com/pant-ys-gawn/
paprika_rebel,cow,"semi-hard, artisan",creamy,https://www.cheese.com/paprika-rebel/
parmesan,cow,"hard, artisan","dense, grainy",https://www.cheese.com/parmesan/
parrano,cow,"hard, artisan","creamy, firm, open, smooth",https://www.cheese.com/parrano/
pas_de_l_escalette,cow,"semi-hard, artisan",creamy,https://www.cheese.com/pas-de-lescalette/
passendale,cow,"semi-soft, soft-ripened",creamy,https://www.cheese.com/passendale/
pastoral,goat,soft,smooth,https://www.cheese.com/pastoral/
pate_de_fromage,"goat, sheep",soft,mystery texture,https://www.cheese.com/pate-de-fromage/
patefine_fort,cow,"soft, artisan",smooth,https://www.cheese.com/patefine-fort/
pave_d_affinois,cow,"fresh soft, soft-ripened","creamy, smooth",https://www.cheese.com/pave-daffinois/
pave_d_auge,cow,semi-soft,smooth,https://www.cheese.com/pave-dauge/
pave_de_chirac,goat,"soft, artisan","creamy, smooth",https://www.cheese.com/pave-de-chirac/
pawlet,cow,"semi-hard, artisan","buttery, creamy",https://www.cheese.com/pawlet/
paški_sir_(pdo),sheep,"hard, artisan","crumbly, flaky, grainy",https://www.cheese.com/paski-sir/
peau_rouge,cow,hard,"crumbly, firm",https://www.cheese.com/peau-rouge/
pecorino,sheep,hard,creamy,https://www.cheese.com/pecorino/
pecorino_a_latte_crudo,sheep,"semi-hard, artisan","compact, crumbly",https://www.cheese.com/pecorino-a-latte-crudo/
pecorino_al_pepe,sheep,"semi-soft, artisan","compact, crumbly",https://www.cheese.com/pecorino-al-pepe/
pecorino_al_tartufo,sheep,"hard, artisan",firm,https://www.cheese.com/pecorino-al-tartufo/
pecorino_alla_canapa,sheep,"semi-soft, artisan",smooth,https://www.cheese.com/pecorino-all-canapa/
pecorino_allo_zafferano,sheep,"semi-hard, artisan","buttery, compact, smooth",https://www.cheese.com/pecorino-allo-zafferano/
pecorino_barba_del_passatore,sheep,"semi-soft, artisan","buttery, smooth, soft",https://www.cheese.com/pecorino-barba-del-passatore/
